text,Pattern Category,label
John Boos,Not Dark Pattern,0
Office Supplies & Decor,Not Dark Pattern,0
 Personalised Gifts ,Not Dark Pattern,0
 Exclusive offers & discounts for club members via email ,Not Dark Pattern,0
Signup for email updates from Car and Truck Remotes!,Not Dark Pattern,0
Only 8 left!,Scarcity,1
"We combined powerful, yet gentle acne-fighting ingredients with our own unique plant-based complexes to help reduce irritation and redness associated with acne and breakouts. The result? Skin that’s nourished, smooth, and most importantly, clear!",Not Dark Pattern,0
Only 1 left in Stock!,Scarcity,1
Add and save!,Misdirection,4
About Cheryl's Business Gifts,Not Dark Pattern,0
 Latest looks from Myleene Klass Shop now ,Not Dark Pattern,0
Use the domain shortly after payment,Not Dark Pattern,0
Shop By Brands,Not Dark Pattern,0
Chatting,Not Dark Pattern,0
4 bought in the last 24 hours.,Social Proof,2
Your order is reserved for 09:43 minutes!,Urgency,3
 Yearly ,Not Dark Pattern,0
LIMITED TIME ONLY,Urgency,3
 Shop Sale by Print ,Not Dark Pattern,0
ONLY 1 LEFT!,Scarcity,1
 Football Boots ,Not Dark Pattern,0
Estimated VAT overview,Not Dark Pattern,0
1day21:04:58,Urgency,3
Chirag in Anoopshahr just got the JAYS - a-JAYS One+ about 17 minutes ago,Social Proof,2
Items in your cart are selling fast,Scarcity,1
Only 33 left,Scarcity,1
Cracked Nipples,Not Dark Pattern,0
"Our website implements the ARIA attributes (Accessible Rich Internet Applications) technique, alongside various behavioral changes, to ensure blind users visiting with screen-readers can read, comprehend, and enjoy the website’s functions. As soon as a user with a screen-reader enters your site, they immediately receive a prompt to enter the Screen-Reader Profile so they can browse and operate your site effectively. Here’s how our website covers some of the most important screen-reader requirements:",Not Dark Pattern,0
Long African American Wigs,Not Dark Pattern,0
 Food ,Not Dark Pattern,0
 韓國香氛 Cosmic Mansion ,Not Dark Pattern,0
Allow All,Not Dark Pattern,0
Limited Time Sale - Buy Now!,Urgency,3
Watch how its done,Not Dark Pattern,0
1 people bought Jotter To Do Refill in the last few hours,Social Proof,2
 Lighting,Not Dark Pattern,0
Jeanne E. Bray Memorial Scholarship,Not Dark Pattern,0
1 person is looking at this item.,Social Proof,2
Days left until the offer ends: 00 Days 04:43:35,Urgency,3
8 customers have bought today,Social Proof,2
 Menthol Flavors ,Not Dark Pattern,0
(Only 1 left!),Scarcity,1
 Highlight Hover ,Not Dark Pattern,0
Submitted by Fermin Larracilla Pérez,Not Dark Pattern,0
Loading interface...,Not Dark Pattern,0
Limited Stock!,Scarcity,1
HOW TO MANAGE SIDE EFFECTS,Not Dark Pattern,0
 PopGrip Antimicrobial Refine by Product Type: PopGrip Antimicrobial ,Not Dark Pattern,0
 Out of Stock! ,Not Dark Pattern,0
Tube Tops,Not Dark Pattern,0
"Due To HIGH Demand, Cart Expires In: 08:41",Urgency,3
"Skin Concerns: Treats mild to moderate acne (including whiteheads, blackheads, pimples, and hormonal acne) and excess oiliness.",Not Dark Pattern,0
Mom & Baby,Not Dark Pattern,0
"No thanks, I don't want any deals",Misdirection,4
ONLY 1 REMAINING,Scarcity,1
Only 2 units left!,Scarcity,1
25% OFF SELECTED JACKETS Limited Time,Urgency,3
 Businesses in the EU buying from a business in the same country are also charged VAT.,Not Dark Pattern,0
Only 1 left In Stock,Scarcity,1
ALMOST GONE - only 2 remaining!,Scarcity,1
Clearance! Only 4 left in stock.,Scarcity,1
"Armin Dinovic bought 10M Runescape 3 Gold Order total: 3,70€ About 10 seconds ago",Social Proof,2
Over 38 bought,Social Proof,2
Delivery & support,Not Dark Pattern,0
3 left in stock,Scarcity,1
Aids mental processing†,Not Dark Pattern,0
 Sold out ,Not Dark Pattern,0
only 2 left in stock,Scarcity,1
 View All Parts ,Not Dark Pattern,0
Limited stock!,Scarcity,1
Engine Cooling System,Not Dark Pattern,0
 Unstitched Fabric ,Not Dark Pattern,0
"Someone from South Gate, California just purchased the Admiral JR / Spektrum Servo Connector Plug Set (Male and Female - 2 Pairs)",Social Proof,2
 V-neck Printed Loose Short-sleeved T-shirt ,Not Dark Pattern,0
Expand My eBay,Not Dark Pattern,0
"No, thanks. I'd rather pay full price.",Misdirection,4
Contract free,Not Dark Pattern,0
"Howdy stranger, looks like your trail has hit a dead end.",Not Dark Pattern,0
Only 1 left in Stock,Scarcity,1
Free Shipping & Easy Returns always! ,Not Dark Pattern,0
"No thanks, I'd rather pay more",Misdirection,4
ONLY 5 LEFT IN STOCK!,Scarcity,1
 Plastic ,Not Dark Pattern,0
High Gable Sheds,Not Dark Pattern,0
Really good quality contacts and they work well on my eyes. Would definitely order again!!!!,Not Dark Pattern,0
Hurry! Only 3 Left In Stock.,Scarcity,1
"Hurry, limited quantities left!",Scarcity,1
Sunglasses and Eyewear,Not Dark Pattern,0
Security Cameras,Not Dark Pattern,0
Jamie from Eloy United States purchased a CBD Oil Vape Additives 4 Pack About 7 hours ago,Social Proof,2
"Yes, I Want To Save Money!No Thanks",Misdirection,4
"No, I don't want great deals.",Misdirection,4
Only 1 left in stock! Order soon!,Scarcity,1
" Born for adventures across land, desert, and ice. Cruise over Tarmac-free roads or adapt it to be your 'do anything' commuter. ",Not Dark Pattern,0
"No Thanks, I Don't Want a Discount",Misdirection,4
Hurry! Only 1 left!,Scarcity,1
"No Thanks, I like paying full price.",Misdirection,4
"""Your purchase entitles you to the following special""",Misdirection,4
 WANNA COLLAB? ,Not Dark Pattern,0
"touching, funny and romantic",Not Dark Pattern,0
Add to Wish List(13 People Have Added),Social Proof,2
Get 20% off Sample Doors! ×Offer Ends In 58 : 29 Use Promo Code sample20off,Urgency,3
Anaheim DucksArizona CoyotesCalgary FlamesChicago BlackhawksColorado AvalancheDallas StarsEdmonton OilersLos Angeles KingsMinnesota Wild,Not Dark Pattern,0
Hair Color + Highlights,Not Dark Pattern,0
12 customers viewed this product today!,Social Proof,2
View your order history,Not Dark Pattern,0
Football,Not Dark Pattern,0
Sweep Train Simple A Line Tulle Wedding Dress with Appliques and Beading,Not Dark Pattern,0
"Jamie in Nashville, United States purchased",Social Proof,2
251 people are viewing this right now,Social Proof,2
Blue Raspberry,Not Dark Pattern,0
 Continue with Facebook Continue with Google ,Not Dark Pattern,0
"Save 25% on your entire order 09 Hours 57 Minutes 34Seconds use code: SPRING25""",Urgency,3
 Bioactive Custodians ,Not Dark Pattern,0
Plant-based Protein,Not Dark Pattern,0
"Available, only 2 left",Scarcity,1
"Location: Kansas City, MO",Not Dark Pattern,0
"Limited time only: FREE SHIPPING on all orders, no minimum required!",Urgency,3
"Free Upgrade, Limited Time!\n*DISH Install Not Available*",Urgency,3
Join the Team,Not Dark Pattern,0
Manage Consent Preferences,Not Dark Pattern,0
In Stock Only 5 left!,Scarcity,1
74% offers claimed. Hurry up!,Scarcity,1
Events and Entertainment,Not Dark Pattern,0
Free People,Not Dark Pattern,0
OFFER ENDS: 09h: 09m: 55s: 0 ,Urgency,3
LIMITED TIME: $10 OFF! DISCOUNT REFLECTED IN PRICE!,Urgency,3
Whoops! ,Not Dark Pattern,0
Point & Shoots,Not Dark Pattern,0
Free Shipping*,Not Dark Pattern,0
High demand,Scarcity,1
Root Touch Up + Brow Filler,Not Dark Pattern,0
"Someone from Rochedale, Queensland, Australia started buying this!",Social Proof,2
JerseysPantsSleepwear & UnderwearSwim CollectionT-ShirtsSale Items- View All -,Not Dark Pattern,0
Select Your Year,Not Dark Pattern,0
339 users are currently active on our website,Social Proof,2
Hurry! Only 2 left in stock!,Scarcity,1
Website Accessibility,Not Dark Pattern,0
Sale ends soon,Urgency,3
Customer also shopped for,Misdirection,4
"Mitchell H. Purchased a Dimplex IgniteXL 100"" Linear Built in Electric Fireplace",Social Proof,2
Synthesis E-MTB Alloy Rear Wheel,Not Dark Pattern,0
 Jumpers + Sweaters ,Not Dark Pattern,0
Concrete Tools,Not Dark Pattern,0
Someone in Spain purchased,Social Proof,2
Real time 30 Visitor right now,Social Proof,2
ROAD CLOTHING,Not Dark Pattern,0
Cargo Trousers,Not Dark Pattern,0
9 people are viewing this.,Social Proof,2
"Edwin in Woodland Park, NJ just bought",Social Proof,2
7 users have looked at this product in the past 6 minutes,Social Proof,2
 Rs INR ,Not Dark Pattern,0
Limited quantity! ,Scarcity,1
8 items left,Scarcity,1
Protect Your Gear,Misdirection,4
Hurry! Only 6 left in stock.,Scarcity,1
🔥 2 people are looking right now,Social Proof,2
Auto Delivery Program,Not Dark Pattern,0
"No thanks, I don't like winning.",Misdirection,4
Only 16531 items left in stock!,Scarcity,1
VIP OFFERS END 00:54:59,Urgency,3
 Summer Casual Printed Short Sleeve T-Shirt ,Not Dark Pattern,0
ONLY 5 LEFT!,Scarcity,1
Status:Only 3 left in stock,Scarcity,1
HURRY! ONLY 2 LEFT IN STOCK!,Scarcity,1
"JULIE in Oak Brook, United States purchased a Watercolor Brush Pens 24 Refillable Colors with Travel Case about 10 hours ago",Social Proof,2
Save $148.98AUD – 49% Off,Misdirection,4
POPULAR 64 others checked this out in the last few hours.,Social Proof,2
Yes! Upgrade my purchase,Misdirection,4
"[NO THANKS, I'LL JUST WALK]",Misdirection,4
Someone in New Lynn bought a Kogan A1 Earphones with Inline Control for IOS/Android 1 hour ago.,Social Proof,2
Epilepsy Safe Profile: this profile enables people with epilepsy to safely use the website by eliminating the risk of seizures resulting from flashing or blinking animations and risky color combinations.,Not Dark Pattern,0
Womens Platform Shoes,Not Dark Pattern,0
 OH SHIP! Looks like that page wasn't found ,Not Dark Pattern,0
LIVE REMAINING STOCK,Scarcity,1
POSTED BY @missladywoolf#motoin,Not Dark Pattern,0
00DAYS07HOURS09MINUTES39SECONDS,Urgency,3
You can feel confident that your new box each month is helping you celebrate pregnancy and protect your bump!,Not Dark Pattern,0
Rebecca in Buffalo just bought Sateen Twill Swatchabout 1 hour ago,Social Proof,2
 Motocross Gloves ,Not Dark Pattern,0
異業合作 Cooperation,Not Dark Pattern,0
 World of Sweats ,Not Dark Pattern,0
HIGH DEMAND,Scarcity,1
 Related Categories ,Not Dark Pattern,0
Flat Iron,Not Dark Pattern,0
Swedish Hasbeens,Not Dark Pattern,0
There are only 1 item left in stock.,Scarcity,1
Score! You've Qualified for a Checkout Bonus,Misdirection,4
Cross Body,Not Dark Pattern,0
Favored By: 400 people!,Social Proof,2
Only 4 left,Scarcity,1
 Box Springs & Foundations,Not Dark Pattern,0
"Subscribing means you agree to receive our emails, more details please refer to ourprivacy policy.",Not Dark Pattern,0
Boys Red School Uniforms,Not Dark Pattern,0
Limited Time Offer,Urgency,3
105 pawrents are buying for their furkids now!,Social Proof,2
Only 20 left,Scarcity,1
How Do Our Crystals Looks in Real Life?,Not Dark Pattern,0
Availability: Low Stock,Scarcity,1
 PAVILION LONG SLEEVE SHIRT DRESS Cornflower Stripe ,Not Dark Pattern,0
Fashion Forms,Not Dark Pattern,0
Shop Disposables,Not Dark Pattern,0
Only 3 Left,Scarcity,1
One customer bought this article in the last 53 min.,Social Proof,2
Only 1 left in stock,Scarcity,1
 Limited Edition Colors ,Not Dark Pattern,0
 Sports Bras ,Not Dark Pattern,0
 Mixed Wine Cases ,Not Dark Pattern,0
JFN Crew Neck Floral Vacation T-Shirt/Tee,Not Dark Pattern,0
Time remaining: 04:50,Urgency,3
 Ladies Flower Print Casual Fashion Dress ,Not Dark Pattern,0
Anniversary Gifts ,Not Dark Pattern,0
Choose your payment day. View your schedule and select pay now.,Not Dark Pattern,0
"To add to Wishlist, please register or sign in.",Not Dark Pattern,0
Search for similiar products,Not Dark Pattern,0
How about these?,Misdirection,4
 Contact Lens Washer ,Not Dark Pattern,0
 Track your order by entering your order number and email below or if you would like to create an account or log in (click here) ,Not Dark Pattern,0
Hurry up! Discount Ends in DAYS HRS MINS SECS,Urgency,3
"Debby in Harpers Ferry, United States just bought: Icing Pen Decorating Tool",Social Proof,2
SAVE TODAY: Save 20% on lighting by Le Klint. Limited time only.,Urgency,3
WhiteBoho Rose Comforter and Sham Set,Not Dark Pattern,0
 Other Snacks ,Not Dark Pattern,0
Ericdress Round Neck Three-Quarter Sleeve Mid-Calf Pullover Fall Women's Dress,Not Dark Pattern,0
Last chance! Only 1 left,Scarcity,1
Crop Tops,Not Dark Pattern,0
"No thanks, I don't like exclusive offers",Misdirection,4
OFFER ENDS 00:54:59,Urgency,3
Stay with us in India,Not Dark Pattern,0
Discreet packaging,Not Dark Pattern,0
Wall Mounted Air Conditioners,Not Dark Pattern,0
" Mystic Topaz: Rings, Earrings, Necklaces and Bracelets ",Not Dark Pattern,0
" Brilliant! Chose what I wanted, and came a week later. Very happy with my purchase ",Not Dark Pattern,0
Camo Shirts & T Shirts,Not Dark Pattern,0
 Sunflower ,Not Dark Pattern,0
127 People viewed this product this week,Social Proof,2
 Color Yellow Smoke Blue Pink Orange,Not Dark Pattern,0
 Rain Boots ,Not Dark Pattern,0
 Data Processor Privacy Policy: https://cookieinformation.com/cookie-and-privacy-policy ,Not Dark Pattern,0
"Roommates agreement... need i say more? this is a great poster for the walls of any house that has more than one person living in it. if you're alone, get it all the same - it'll make you laugh at any given time :)",Not Dark Pattern,0
436 users are currently active on our website Just now,Social Proof,2
2 items left,Scarcity,1
"Hurry, Limited Time Offer! 11:25",Urgency,3
Other 2 customers have it in their cart.,Social Proof,2
 Redirecting to Futech Deals for secure checkout... ,Not Dark Pattern,0
Would you like to buy more and save more?,Misdirection,4
 Learn More ,Not Dark Pattern,0
In Stock - Limited Quantity,Scarcity,1
I am very pleased with the service I received.,Not Dark Pattern,0
What's New By Category,Not Dark Pattern,0
1 LEFT IN THIS SIZE,Scarcity,1
All Little Boys Clothing,Not Dark Pattern,0
sales@ecklers.net,Not Dark Pattern,0
Christmas Craft Ideas,Not Dark Pattern,0
SLEEP EVENT OFFERS - LIMITED TIME ONLY,Urgency,3
Complete your purchase within the next 12:18 minutes and receive 10% off,Urgency,3
LIMITED TIME! - Save $5 OFF Orders $70+ Coupon: SAVE5 - PLUS - Free Gift on Orders $125+,Urgency,3
Browse by A-Z,Not Dark Pattern,0
• State-by-State Restrictions,Not Dark Pattern,0
Grey Jewelry,Not Dark Pattern,0
5 left,Scarcity,1
THE SET INCLUDES:,Not Dark Pattern,0
Sale Ends in 5 days 14 hours 42 mins 53 sec,Urgency,3
Primary Arms Scopes,Not Dark Pattern,0
Your order is reserved for 09:57 minutes!,Urgency,3
JFN Scallop V Neck Solid Casual T-Shirt/Tee,Not Dark Pattern,0
Lease to Own conditions,Not Dark Pattern,0
Only 1 Left!,Scarcity,1
 Teething Remedies ,Not Dark Pattern,0
 Safe & Secure Checkout ,Not Dark Pattern,0
ShoesBootsCasual ShoesFormal ShoesSandals & Flip-flopsShoe Care & AccessoriesSlippersSneakers & CanvasSports Shoes,Not Dark Pattern,0
Art & Crafting Tools,Not Dark Pattern,0
 Digital Device Covers ,Not Dark Pattern,0
Universal Fit Collapsible Smart Phone Stand,Not Dark Pattern,0
We only have 8.0000 left in Stock,Scarcity,1
Accessibly App features,Not Dark Pattern,0
*,Not Dark Pattern,0
Only 26 Left,Scarcity,1
 V-neck Casual Loose Embroidered Short Sleeve Blouse ,Not Dark Pattern,0
61 people have already bought that product today with 50% discount,Social Proof,2
Limited Edition Honeycomb Necklace (Bee Inspired) Someone purchased a Limited Edition Honeycomb Necklace (Bee Inspired),Social Proof,2
7 sold in the last 48 hours,Social Proof,2
Availability: Low Stock 4 Remaining,Scarcity,1
View All Bearings,Not Dark Pattern,0
HURRY UP > 09H 42M 39S,Urgency,3
 Why buy from us ,Not Dark Pattern,0
 New in ,Not Dark Pattern,0
"Jeremy in Stockton, United States purchased a",Social Proof,2
Only 5 item(s) left.,Scarcity,1
 EU Delivery & Returns ,Not Dark Pattern,0
Delivery & Offers Terms,Not Dark Pattern,0
Wall art,Not Dark Pattern,0
11 11 Hours: 00 22 Minutes: 3223 3223 Seconds Sale Ends Once The Timer Hits Zero!,Urgency,3
SELLING FAST! GET 10% OFF THIS ITEM. ACTIVATE NOW.,Scarcity,1
 Terms of Service ,Not Dark Pattern,0
Select your size below and we'll email you if it comes back in stock!,Not Dark Pattern,0
Protection Filters,Not Dark Pattern,0
 Data Processor Privacy Policy: https://www.appnexus.com/corporate-privacy-policy ,Not Dark Pattern,0
"Alyssa in San Antonio, United States purchased a iTunes Japan Gift Card 10000 JPY about 35 minutes ago",Social Proof,2
"Jessica in Orange, United States purchased a Black 1920s Sequin Maxi Flapper Dress 12 minutes ago",Social Proof,2
 Shop All NFL ,Not Dark Pattern,0
Hurry! Only Limited Items Left,Scarcity,1
'Keeper of Lost Things',Not Dark Pattern,0
__________,Not Dark Pattern,0
"No thanks, I don't want to build one.. I'd rather kick rocks!",Misdirection,4
Only 1 items left in stock!,Scarcity,1
Purchased 8 times in the last few days.,Social Proof,2
"Only available for a LIMITED TIME, so get yours TODAY!",Urgency,3
Diamond Nose Studs,Not Dark Pattern,0
 Women's Summer New Clerk Large Size Loose Cotton And Linen Blouse ,Not Dark Pattern,0
Ask a Question,Not Dark Pattern,0
 First to know about upcoming tastings & events ,Not Dark Pattern,0
We value your input. Share your review so everyone else can enjoy it too.,Not Dark Pattern,0
Extremely high demand: expect 2-4 weeks for it to arrive (to be safe). Limit 4 per person!,Scarcity,1
1 left in stock. Hurry!,Scarcity,1
Only 9 left!,Scarcity,1
Today's sale ends in: 00hours:57min:19sec,Urgency,3
"6,743 people have viewed recently",Social Proof,2
Cowgirls,Not Dark Pattern,0
Frequently Asked Questions,Not Dark Pattern,0
 Subscribe ,Not Dark Pattern,0
"Great prices, professional customer services",Not Dark Pattern,0
Sale Womens Clothing,Not Dark Pattern,0
Only 1 piece left.,Scarcity,1
Only 3 left In Stock,Scarcity,1
ONLY 12.5M LEFT IN STOCK!,Scarcity,1
"No thanks, I don’t like saving money.",Misdirection,4
Short Sleeve T-Shirts ,Not Dark Pattern,0
"Sabrina in Paraparaumu, New Zealand purchased a SCHO-KA-KOLA Schokakola energy Chocolate caffeine snack food MRE caffeinated ",Social Proof,2
LIMITED TIME OFFER : Grab a Matching Pair & save up 60%!,Misdirection,4
 Men's Apparel Collection ,Not Dark Pattern,0
Sign up to stay up to date on all White Cloud news and savings!,Not Dark Pattern,0
 Summer Simple Breathable Socks ,Not Dark Pattern,0
Brown Dresses,Not Dark Pattern,0
Activate within 0:30:00,Urgency,3
Wedding Cross Stich & Embroidery Patterns,Not Dark Pattern,0
Kick those cravings,Not Dark Pattern,0
eWriters & Graphics Tablets,Not Dark Pattern,0
🔥 9 people are viewing this.,Social Proof,2
"Sponges, Mitts & Bath Brushes",Not Dark Pattern,0
Collegiate Shooting Programs,Not Dark Pattern,0
Immunity & Well BeingLean Muscle MassWeight LossBulk GainStress & Relaxation,Not Dark Pattern,0
Someone in Yanchep bought a 52mm Mechanical 'Performance' Boost Gauge - Blue/White 9 seconds ago,Social Proof,2
Shirts & Blouses,Not Dark Pattern,0
 Tony Bianco ,Not Dark Pattern,0
"SALE ENDS IN 19 DAYS, 9 HOURS, 50 MINUTES, 54 SECONDS",Urgency,3
"$3,159.20 $3,949.00 Limited time only",Urgency,3
Party & Birthday Novelties,Not Dark Pattern,0
Victoria Victoria Beckham,Not Dark Pattern,0
I always order from them! Such good quality for the price you pay! Will always be back!,Not Dark Pattern,0
Partnerships,Not Dark Pattern,0
New Vintage Stylish Belt Watch - Women,Not Dark Pattern,0
00Days17Hours12Mins13Secs,Urgency,3
James from Colonia purchased a,Social Proof,2
Ends Sunday! $200 off any mattress . free shipping & free returns!,Urgency,3
167 piece(s) left for this promo,Scarcity,1
Certified Face Masks,Not Dark Pattern,0
"Alpha BRAIN® is a dietary supplement that helps support cognitive functions, including memory, mental speed, and focus.†",Not Dark Pattern,0
"Someone in Cashmere bought a 
RCM Cosworth Timing Belt Kit 99-02MY EJ20/22/251 hour ago",Social Proof,2
Report a Fake Product,Not Dark Pattern,0
 Show Password ,Not Dark Pattern,0
"Nah, I'll pay full price",Misdirection,4
"Items in your cart are in high demand, but we have reserved your order.",Scarcity,1
"Sudha rana from Jaipur bought this product, 23 Mins ago.",Social Proof,2
Code of Conduct,Not Dark Pattern,0
Customer Feedback,Not Dark Pattern,0
Viewed 744 times today,Social Proof,2
Something went wrong. Please try again,Not Dark Pattern,0
"Once a celebrated author of short stories now in his twilight years, ",Not Dark Pattern,0
Click and Collect T&C,Not Dark Pattern,0
ONLY 52 items left in stock!,Scarcity,1
I don't feel lucky,Misdirection,4
MyStore,Not Dark Pattern,0
"Awhi from Hicks Bay, Gisborne, New Zealand just bought",Social Proof,2
LIMITED TIME OFFER MEN'S CHINOS & 5-POCKET PANTS BUY 2 FOR $59.90 EACH SHOP NOW,Urgency,3
Tactical Rifles,Not Dark Pattern,0
Over 238 people have bought this product,Social Proof,2
 A Date With Duchess ,Not Dark Pattern,0
Packed with Super Citrimax,Not Dark Pattern,0
Limited Time: $10 Off! Discount Reflected In Price!,Urgency,3
"Crystals are alive. Born inside Mother Earth, crystal energy can be felt just like heat or cold. For chakra training to astrological remedies, discover healing crystals.",Not Dark Pattern,0
"No thanks, I don't like deals.",Misdirection,4
ONLY A FEW LEFT,Scarcity,1
Clearance Optic Accessories Deals,Not Dark Pattern,0
activate within 10:00,Urgency,3
Enter your email VIEW MY CODE OFFER EXPIRES IN: 0 minutes 00 seconds EXTRA 10% OFF,Urgency,3
Coin Necklace ,Not Dark Pattern,0
"Jim in Houston, USA purchased Pure Ratios: Hemp Oil CBD Patch (40mg CBD)",Social Proof,2
My Account ,Not Dark Pattern,0
Blonde/Bleached Hair: All colors look great. Silver won't be prominent on bleached hair though.,Not Dark Pattern,0
Hurry! Sale ends in:,Urgency,3
 Casual V-Neck Sleeveless T-Shirt ,Not Dark Pattern,0
"Hurry, before it is gone! Limited time remaining!",Urgency,3
Only a few more left!,Scarcity,1
These pieces are not yet in stock but will be shipped as soon as they are available. The estimated ship date will be noted on the product page.,Not Dark Pattern,0
"No Thanks, I don't like free stuff.",Misdirection,4
View All Apartment,Not Dark Pattern,0
 Soft Toys ,Not Dark Pattern,0
 Watches & Accessories ,Not Dark Pattern,0
ONLY 7 LEFT!,Scarcity,1
HURRY ONLY 9 LEFT IN STOCK!,Scarcity,1
ONLY 5 LEFT IN STOCK,Scarcity,1
Someone in Faizabad just bought: Pretty Love Penis Sleeve 7 inch an hour 2 minutes ago,Social Proof,2
"1,446 people have viewed this item",Social Proof,2
FilterSortFeaturedPrice: Low to HighPrice: High to LowAlphabetical: A-ZAlphabetical: Z-A,Not Dark Pattern,0
History Of The NRA,Not Dark Pattern,0
Only 3 Left! Get it before it`s gone!,Scarcity,1
Optics and Mounts,Not Dark Pattern,0
Hurry! Only 6 left in stock,Scarcity,1
"EastwoodModern, sleek and enchanting, the Eastwood Collection provides comfortable seating while still looking mid-century magnificent.",Not Dark Pattern,0
"No thanks, I don't like FREE stuff.",Misdirection,4
Free Shipping. Limited Time Only. for orders over $50,Urgency,3
"Flash Sale Alert! You can now buy Utorch Corridor Porch Aisle Lights from Gearbest.com for only $7.99 (47% off). Hurry up, limited time offer!",Urgency,3
113 people have viewed in the last 24hrs,Social Proof,2
New In Bottoms,Not Dark Pattern,0
Shop by Activity,Not Dark Pattern,0
"No thanks, I just want the item",Misdirection,4
Thanks! -RMO Team,Not Dark Pattern,0
DressesFootwearHatsHoodies & SweatshirtsJerseysPantsSleepwear & UnderwearSwim CollectionT-ShirtsSale Items- View All -,Not Dark Pattern,0
"No thanks, I'd rather pay full price.",Misdirection,4
Availability: Only 1 Left,Scarcity,1
Cheryl in Ontario bought 100% Organic Reishi Mushroom Powder 100g about 16 minutes ago,Social Proof,2
Boys Shorts,Not Dark Pattern,0
9 items left,Scarcity,1
90% offers claimed. Hurry up!,Scarcity,1
"NO, I'D RATHER PAY FULL PRICE",Misdirection,4
" Paper, Pads & Blocks Toggle category Paper, Pads & Blocks ",Not Dark Pattern,0
Diamond Nose Studs ,Not Dark Pattern,0
3 people are looking at this product,Social Proof,2
Shop by Health Goals,Not Dark Pattern,0
"Products are automatically delivered on your schedule. No obligation, modify or cancel your subscription anytime. ",Not Dark Pattern,0
ONLY 3 LEFT! GET IT NOW!,Scarcity,1
 Search Search ,Not Dark Pattern,0
FOR A LIMITED TIME ONLY,Urgency,3
Crystal Lotus Sriyantras ,Not Dark Pattern,0
"Matthew in Charleston, South Carolina just purchased The Puffy Lux Mattress",Social Proof,2
Shop All Golf Balls,Not Dark Pattern,0
"Customize your phone with hundreds of grips, cases, wallets, and more.",Not Dark Pattern,0
Your order is reserved for 09:45 minutes!,Urgency,3
"Size low on stock, only 1 item left",Scarcity,1
166 people have added this item to cart,Social Proof,2
"No, thanks. I don't like great deals.",Misdirection,4
Taxes and shipping will be estimated at checkout.,Not Dark Pattern,0
Tick here if you do not want to receive Promotional Offers by Post Tick here if you do wish to receive Promotional Offers by email and/or SMS Tick here if you would like to receive Offers from selected third parties,Misdirection,4
Speed Lace Accessory Kit - Silver,Not Dark Pattern,0
 Our Carbon Footprint ,Not Dark Pattern,0
Hurry! Only 7 left,Scarcity,1
Cart will expire in 04:53 minutes!,Urgency,3
"IBKUL Solid Mock Neck Half Zip Pullover purchased from Clinton, MD, US 1 minute ago",Social Proof,2
 Mountboard ,Not Dark Pattern,0
HURRY! LESS THAN 129 LEFT.,Scarcity,1
Loading,Not Dark Pattern,0
Shop All Vape Kits,Not Dark Pattern,0
 Disposable Washcloths ,Not Dark Pattern,0
› Sub Ohm Juice,Not Dark Pattern,0
Spin to unlock your mystery offer,Misdirection,4
Specs,Not Dark Pattern,0
"No thanks, I don’t want to save",Misdirection,4
HURRY! ONLY 14 LEFT IN STOCK.,Scarcity,1
Installation InstructionsPolicies & Terms of UseFinancingSite Map,Not Dark Pattern,0
LAST 1 LEFT,Scarcity,1
 Coffee ,Not Dark Pattern,0
Someone in Louisville Kentucky United States Purchased Gold Presidential Bracelet With Watch Buckle 9 hours ago,Social Proof,2
only 5 left,Scarcity,1
Someone in Red Cliffs bought a RHK Yamaha YZ/YZF/WRF 99-16 Blue Pursuit Footpegs 3 minutes ago,Social Proof,2
 TERMS OF SALE ,Not Dark Pattern,0
Unique and personalized products to go as yourself.,Not Dark Pattern,0
Only 3 pieces in stock!,Scarcity,1
Massive Tax Time Sale See Discounts! Sale ends in,Urgency,3
10 Left in stock,Scarcity,1
Only 1 left in stock!,Scarcity,1
"Bringing the latest footwear, ‘fits and accessories from the biggest brands, the JD app makes coppin’ the hottest looks even easier!",Not Dark Pattern,0
Selling Fast,Scarcity,1
2 customers recently bought it,Social Proof,2
7 people have it in their cart,Social Proof,2
5 Viewing This Product,Social Proof,2
"803 Claimed! Hurry, only a few left!",Scarcity,1
 PopWallet+ Refine by Product Type: PopWallet+ ,Not Dark Pattern,0
FANSTASTIC DEALS,Misdirection,4
Candy Melts,Not Dark Pattern,0
Bob's Outreach ,Not Dark Pattern,0
Footwear Accessories,Not Dark Pattern,0
Shoes & Clothing,Not Dark Pattern,0
Limited time offer.,Urgency,3
 E-Gift Cards ,Not Dark Pattern,0
Surgical & Face Masks,Not Dark Pattern,0
"Keith in Champaign, Illinois bought Mini USB Audio Cassette to MP3 Converterabout 56 minutes ago",Social Proof,2
"No thanks, I don't want a free gift.",Misdirection,4
Email Address*,Not Dark Pattern,0
My AccountSign-in to your account,Not Dark Pattern,0
"Hurry, only 1 left in stock!",Scarcity,1
Thermostats,Not Dark Pattern,0
 Fashion Bags ,Not Dark Pattern,0
"We'd like to keep you informed via email about product updates, upgrades, special offers and pricing. If you do not wish to be contacted via email, please ensure that the box is not checked.",Misdirection,4
I wish to Start Shopping but I don't want to receive daily email alerts about your amazing discounts on luxury brands.,Misdirection,4
Deal expires in: 03 hrs 25 mins 22 sec,Urgency,3
 Use a clean vase and clean water.,Not Dark Pattern,0
